ID,name,birthYear,deathYear
nm4699416,Waly Dia,1988,NULL
nm4699762,Matthew Fitch,NULL,NULL
nm4699879,Priyanshu Painyuli,1988,NULL
nm4700016,Caru Alves de Souza,NULL,NULL
nm4700229,Corey Parsons,NULL,NULL
nm4700326,Greg Boone,NULL,NULL
nm4700336,Aino Havu,NULL,NULL
nm4700400,Mark Mathews,NULL,NULL
nm4700774,Derrial Christon,NULL,NULL
nm4701483,Borbála Szabó,NULL,NULL
nm4701562,Lisa Curry,NULL,NULL
nm4701768,Marnix Hoogerwerf,NULL,NULL
nm4701832,Sarah Moore,NULL,NULL
nm4701969,Ross Godwin,NULL,NULL
nm4702013,Anna-Sophie Keller,NULL,NULL
nm4702042,Robby DeFrain,NULL,NULL
nm4702185,Little Mix,NULL,NULL
nm4702293,Izzue Islam,NULL,NULL
nm4702337,Darío Barassi,NULL,NULL
nm4702340,Carolina López,NULL,NULL
nm4702341,Ezequiel Lavezzi,1985,NULL
nm4702355,Juliana Awada,NULL,NULL
nm4702395,Cristian Fabbiani,1983,NULL
nm4702396,Alejandra Maglietti,1985,NULL
nm4702401,Lauryn Eagle,1987,NULL
nm4702405,José Restrepo,NULL,NULL
nm4702407,Radamel Falcao,NULL,NULL
nm4702410,Nicolás Domingo,NULL,NULL
nm4702412,Diego Moranzoni,NULL,NULL
nm4702490,Beth O'Connor,NULL,NULL
nm4702551,Brent Black,NULL,NULL
nm4702552,Khaty Azean,NULL,NULL
nm4702660,Adam Bolz,NULL,NULL
nm4702694,Diego Cagna,1970,NULL
nm4702743,Jeni Lamm,NULL,NULL
nm4702924,Dmitri Kaljazin,NULL,NULL
nm4703008,Danny Mekic,NULL,NULL
nm4703052,Thommy Ten,1987,NULL
nm4703260,Anibal Pachano,NULL,NULL
nm4703280,Jimena Monteverde,NULL,NULL
nm4703354,Nia Sioux,2001,NULL
nm4703461,Nicolás Burdisso,NULL,NULL
nm4703584,Dan Skinner,NULL,NULL
nm4703606,Portugal. The Man,NULL,NULL
nm4703697,Min,1991,NULL
nm4703788,Stephen Shore,NULL,NULL
nm4703795,Matthew Sawyer,NULL,NULL
nm4703999,Florence Longpré,NULL,NULL
nm4704004,Miro Belzil,NULL,NULL
nm4704091,Isabelle Fretheim,NULL,NULL
nm4704098,Timo Boeck,1985,NULL
nm4704551,Sarah Navratil,1987,NULL
nm4704862,Sankar Debnath,NULL,NULL
nm4704901,Chuck Johnson,NULL,NULL
nm4704920,Becky Pratt,NULL,NULL
nm4705050,Steven Cameron Ferguson,NULL,NULL
nm4705075,Annelie Pompe,NULL,NULL
nm4705487,Tamara Bruketta,NULL,NULL
nm4705577,Peter Garafalo,NULL,NULL
nm4705698,Sumit Samaddar,NULL,NULL
nm4705806,David Holfelder,NULL,NULL
nm4705813,Katharina Maus,NULL,NULL
nm4706179,Stéphanie Bédard,NULL,NULL
nm4706247,Hugo Anderson,1990,NULL
nm4706281,Jamie Kataky,NULL,NULL
nm4706491,Sjors Mosman,NULL,NULL
nm4706554,Guro Nagelhus Schia,NULL,NULL
nm4706870,Ida de Boer,NULL,NULL
nm4706952,Marianne Mæland Fredbo,NULL,NULL
nm4707217,Chad Lail,1982,NULL
nm4707361,Julie Ringuette,NULL,NULL
nm4707393,Tabatha Visutskie,NULL,NULL
nm4707579,Arturo De la Torre,NULL,NULL
nm4707885,Kankana Chakraborty,NULL,NULL
nm4708140,Kartick Sitaraman,NULL,NULL
nm4708724,Claire Bergua,NULL,NULL
nm4708785,David Serna,NULL,NULL
nm4708796,Léa Geronimo Rondot,NULL,NULL
nm4709225,Benjamin Coakley,NULL,NULL
nm4709443,Sean MacCormac,NULL,NULL
nm4709549,Ashley Dougherty,NULL,NULL
nm4709633,Chris W. Orr,NULL,NULL
nm4709760,Patricia Torres,NULL,NULL
nm4709762,Dani Machí,NULL,NULL
nm4710100,Nicole Sun,NULL,NULL
nm4710251,Jim Slip,NULL,NULL
nm4710362,Roshan Thanki,NULL,NULL
nm4710574,Amir Gere,NULL,NULL
nm4710714,Liliane Amuat,1989,NULL
nm4710915,Simone Mardones,NULL,NULL
nm4710995,Nedal el-Shaer,NULL,NULL
nm4711214,Bastian Meier,NULL,NULL
nm4711412,Young-a,NULL,NULL
nm4711463,AndrewAndrew,NULL,NULL
nm4711951,Jean Philippe Cretton,NULL,NULL
nm4712168,Max Machado,NULL,NULL
nm4712388,Fadi El Samra,NULL,NULL
nm4712420,Iván Guerrero,NULL,NULL
nm4713385,Ernst Molden,NULL,NULL
nm4713445,Maria Iovine,NULL,NULL
nm4713470,Jessica Honor Carleton,1983,NULL
nm4713653,Pablo Migliore,NULL,NULL
nm4713708,Assunção Cristas,1974,NULL
nm4713723,Fauve Hautot,NULL,NULL
nm4713909,Jacek Beler,1983,NULL
nm4713932,Juanito Oiarzabal,NULL,NULL
nm4714099,Lola Marois-Bigard,1982,NULL
nm4714116,Franco Masini,NULL,NULL
nm4714622,Benjamin Hsieh,NULL,NULL
nm4715079,Hana Sofia Lopes,NULL,NULL
nm4715278,Ben Wietmarschen,NULL,NULL
nm4715296,Chitãozinho & Xororó,NULL,NULL
nm4715428,Teun Stokkel,2001,NULL
nm4716053,Elsie Lovelock,NULL,NULL
nm4716115,Isabel Christine Andreasen,NULL,NULL
nm4716584,Charu Takkar,NULL,NULL
nm4716585,Gabriel Vetter,NULL,NULL
nm4716757,Saida Fuentes,NULL,NULL
nm4716836,Korbin Miles,NULL,NULL
nm4717191,Jason Sparks,NULL,NULL
nm4717199,Ott Kartau,NULL,NULL
nm4717558,Ivana Kostic,NULL,NULL
nm4717581,Gabriel Serra,NULL,NULL
nm4717746,Lee Syatt,NULL,NULL
nm4717919,Ellie Taylor,1983,NULL
nm4718766,Kasey Leigh Dickerson,1981,NULL
nm4718899,Holger Badstuber,1989,NULL
nm4718901,Chris Schellenger,NULL,NULL
nm4719352,Vikrom Jenpanus,NULL,NULL
nm4719811,Jessee Foudray,NULL,NULL
nm4720027,Behzad Abdi,NULL,NULL
nm4720293,Guilherme S. Francisco,NULL,NULL
nm4720423,Deepali Chouksey,NULL,NULL
nm4721052,Lawrence Liu,1987,NULL
nm4721090,Ted Lin,NULL,NULL
nm4721125,Victor Leycegui,NULL,NULL
nm4721354,Julian Feder,NULL,NULL
nm4721431,Catherine Durickas,NULL,NULL
nm4721603,Jake Cadmus,NULL,NULL
nm4722030,Dylan Ramos,NULL,NULL
nm4722812,Massimo Perego,NULL,NULL
nm4723352,Brooke Leigh Lawson,NULL,NULL
nm4723408,Camila Nash,NULL,NULL
nm4723516,Carrie-ann Pishnak,NULL,NULL
nm4723673,Fabio di Viesto,NULL,NULL
nm4723681,Takahiro Iida,NULL,NULL
nm4723897,Yudho Aditya,1990,NULL
nm4724082,Serge Steyer,NULL,NULL
nm4724097,Wayne J.J. Lim,1981,NULL
nm4724148,Stanley Liu,NULL,NULL
nm4724324,Murat Onbul,NULL,NULL
nm4724947,Joong-Hyun Kim,NULL,NULL
nm4725220,Miroslav Prokopijevic,NULL,NULL
nm4725278,Eun-ji Park,NULL,NULL
nm4725344,Ajiona Alexus,1996,NULL
nm4725530,Delonte Harris,NULL,NULL
nm4725624,Peter Lilly,NULL,NULL
nm4725751,Jenna Ezarik,NULL,NULL
nm4725992,José Rolón,NULL,NULL
nm4726080,Ryan Bedall,NULL,NULL
nm4726104,Elliot Janks,NULL,NULL
nm4726245,Kiara Mia,1976,NULL
nm4726661,Vinod Sharma,NULL,NULL
nm4726664,Prabal Panjabi,NULL,NULL
nm4726674,Keith Macleod,NULL,NULL
nm4726847,Olivia Phyland,NULL,NULL
nm4726919,Marwan Irfan,NULL,NULL
nm4727658,Gabriel Duran,NULL,NULL
nm4727971,Nicolás Oyarzún,1987,NULL
nm4728480,Trevor Wilson,NULL,NULL
nm4728740,Gakudai Yamazaki,1971,NULL
nm4728936,Giovana Moraes,NULL,NULL
nm4729055,Antonio Losito,NULL,NULL
nm4729116,Julia Wyszynska,1986,NULL
nm4729185,Awad Salim Ramli,NULL,NULL
nm4729186,Michelle Ibaven,NULL,NULL
nm4729276,Ian Rintoul,NULL,NULL
nm4729942,Camille Connolly,NULL,NULL
nm4729977,Chi Thien,NULL,NULL
nm4730328,Elie Fahed,NULL,NULL
nm4730639,Marina Maesso,NULL,NULL
nm4730735,Carmen Bellas,NULL,NULL
nm4730826,Minh Hang,NULL,NULL
nm4730845,Thanh Hang,NULL,NULL
nm4731002,Francisca Ayala,NULL,NULL
nm4731134,Viviana Nunes,NULL,NULL
nm4731241,Christian Maier,NULL,NULL
nm4731243,Hossein Heshmatian,NULL,NULL
nm4731396,David M. Night Maire,NULL,NULL
nm4731529,Martin Sochor,NULL,NULL
nm4731672,Peter Mattsson,NULL,NULL
nm4731677,Ayushmann Khurrana,1984,NULL
nm4731835,Thomas Antony Olajide,NULL,NULL
nm4732220,Jill Hsu,1978,NULL
nm4732700,Debora Bello,NULL,NULL
nm4733074,Kostas Fotiadis,NULL,NULL
nm4733118,Pamela Bass,NULL,NULL
nm4733241,Panu Akrenius,NULL,NULL
nm4733247,Aleksandra Domanska,1989,NULL
nm4733635,Lincoln Athas,NULL,NULL
nm4733711,Martin Dale,NULL,NULL
nm4733726,Philippe Charlier,NULL,NULL
nm4733770,Nick Unger,NULL,NULL
nm4734333,Rozie Avetisova,NULL,NULL
nm4734796,Eduardo Avila,NULL,NULL
nm4734964,David Keller,NULL,NULL
nm4735266,Mathias Cormann,1970,NULL
nm4735423,James Acaster,1985,NULL
nm4735497,Neelima Tirumalasetti,NULL,NULL
nm4735619,Melissa Vitello,NULL,NULL
nm4735633,Park Ji-young,NULL,NULL
nm4735913,Li Hai,NULL,NULL
nm4736024,Young-soo Yoon,NULL,NULL
nm4736197,Arpit Kapoor,NULL,NULL
nm4736491,Winter Coleman,NULL,NULL
nm4737223,Bebe Rexha,1989,NULL
nm4737287,Karol Conká,1987,NULL
nm4737348,Brandon Lamar,NULL,NULL
nm4737667,Fresno,NULL,NULL
nm4737674,Gaby Amarantos,1978,NULL
nm4737885,Tom Veiga,1973,2020
nm4738002,Kelsie Huff,NULL,NULL
nm4738005,Clara Alvarado,NULL,NULL
nm4738096,Victor M. Lopez,NULL,NULL
nm4738171,Kashif Nisar,NULL,NULL
nm4738229,Tessa Netting,NULL,NULL
nm4738366,Salba Combe,NULL,NULL
nm4738422,Emanuele Chianella,NULL,NULL
nm4739056,Michelle Flanagan,NULL,NULL
nm4739177,Elisa Carrió,NULL,NULL
nm4739308,Miquel G. Font,NULL,NULL
nm4739627,Camille Theobald,NULL,NULL
nm4739633,Simone Moro,NULL,NULL
nm4739686,Grace Helbig,1985,NULL
nm4740008,Emma Chaibedra,NULL,NULL
nm4740107,Lee Ah Yen,NULL,NULL
nm4740115,Sarah Stewart,NULL,NULL
nm4740980,Gabriel A. Montoya,NULL,NULL
nm4740985,Wilda Wahnwitz,NULL,NULL
nm4741033,Dayahang Rai,1980,NULL
nm4741273,Anna Lore,NULL,NULL
nm4741387,Dadá Coelho,NULL,NULL
nm4741784,Trevor Murphy,NULL,NULL
nm4741952,Joël von Mutzenbecher,1988,NULL
nm4742538,Giulia Morgani,NULL,NULL
nm4742724,Steve Kilpatrick,NULL,NULL
nm4742776,David M. Dawson,NULL,NULL
nm4743415,Rick Ochoa,NULL,NULL
nm4743459,Teodoro Ciampagna,NULL,NULL
nm4743611,Emeli Sandé,1987,NULL
nm4743632,Nicholas Elert,NULL,NULL
nm4743754,Chanda Bell,NULL,NULL
nm4743922,Lee Fitzjames,NULL,NULL
nm4743995,Kyle Owen,NULL,NULL
nm4744002,Norbert Porta,NULL,NULL
nm4744335,James Arthur,1988,NULL
nm4744398,Vanessa Segura,NULL,NULL
nm4744444,Eddie Liu,NULL,NULL
nm4744470,Josh Oatman,NULL,NULL
nm4745296,Jeremiah Krage,NULL,NULL
nm4745453,Pamela Golbin,NULL,NULL
nm4745601,Dascha Polanco,1982,NULL
nm4745683,Katie Michels,NULL,NULL
nm4745892,Brooklyn Chase,1985,NULL
nm4745956,Davey Moore,NULL,NULL
nm4746214,Malgorzata Gozdzik,NULL,NULL
nm4746711,Gael Rossi,NULL,NULL
nm4746837,Alex Lowther,NULL,NULL
nm4746864,Craig Tubiolo,NULL,NULL
nm4746974,Blake Segal,NULL,NULL
nm4747380,Anthony Moore,NULL,NULL
nm4747874,Marita Zafra,NULL,NULL
nm4748652,Theodor Wahlgren,NULL,NULL
nm4748828,Joshua Heineman,NULL,NULL
nm4749168,Naima Khan,NULL,NULL
nm4749717,Rana Khalil,NULL,NULL
nm4749740,Diogo Poças,NULL,NULL
nm4750301,Erwin Shah Ismail,NULL,NULL
nm4750824,Daniel James,NULL,NULL
nm4751096,Räven Green,NULL,NULL
nm4751445,Jimmy Deen,NULL,NULL
nm4751574,Stephen Hegg,NULL,NULL
nm4751787,Lance Treviño,NULL,NULL
nm4751809,Greg Davis,NULL,NULL
nm4752323,Adriano de Souza,NULL,NULL
nm4753589,Jego Fitzgerald,NULL,NULL
nm4753727,Alexandra Marian Hensley,NULL,NULL
nm4753742,Jacqueline Misaye,NULL,NULL
nm4754094,William Ludwig,NULL,NULL
nm4754166,Havana Sin,NULL,NULL
nm4754338,Mila Sivatskaya,1998,NULL
nm4754369,Filipp Kozlov,2000,NULL
nm4754561,Michaela Burger,NULL,NULL
nm4754668,Konstantin Voytenko,NULL,NULL
nm4754926,Mark Waters,NULL,NULL
nm4754948,Tim Bendzko,1985,NULL
nm4755043,Werner Schnelzer,NULL,NULL
nm4755360,Adebukola Bodunrin,NULL,NULL
nm4755462,August Lum,NULL,NULL
nm4755526,Simon Lane,NULL,NULL
nm4755906,Mark Barton,NULL,NULL
nm4755939,Sydney Scotia,1997,NULL
nm4755998,Eduardo Morais,NULL,NULL
nm4756149,Kat Musni,NULL,NULL
nm4756389,Suresh Rai,NULL,NULL
nm4756662,Ferman Akgül,1979,NULL
nm4756764,Tamara Skrozza,NULL,NULL
nm4757484,Luiz Giban,NULL,NULL
nm4757898,Casey Simpson,2004,NULL
nm4757911,Tharani,NULL,NULL
nm4757968,Kristine Riis,NULL,NULL
nm4758387,Bebe Contepomi,NULL,NULL
nm4758604,David Covington,NULL,NULL
nm4758733,Sarah Grueneberg,NULL,NULL
nm4759290,Banyong Phoonsap,1983,NULL
nm4759634,Carolyn Laws,NULL,NULL
nm4759639,Lizelle Bischoff,NULL,NULL
nm4759689,Grégoire-Marie Noudehou,NULL,NULL
nm4759729,Joes Brauers,1999,NULL
nm4759857,Chris Lewis,NULL,NULL
nm4759934,Joe Tasker,NULL,NULL
nm4760076,Chris Kendall,1987,NULL
nm4760266,Charisse Manzi,NULL,NULL
nm4760499,Nancy Pazos,NULL,NULL
nm4760510,Pratyusha Banerjee,1991,2016
nm4760538,Leon Laubscher,NULL,NULL
nm4760776,Isaiah Shinn,NULL,NULL
nm4761131,Marc Swint,1987,NULL
nm4761135,Sophia Grace,NULL,NULL
nm4761142,Rosie McClelland,NULL,NULL
nm4761455,Paul Dewandre,NULL,NULL
nm4761573,Kennedy Zimet,NULL,NULL
nm4761868,Philippe Poutou,NULL,NULL
nm4762028,Louis Clausen,NULL,NULL
nm4762059,Hacker T. Dog,NULL,NULL
nm4762121,Vito Labalestra,NULL,NULL
nm4762224,Borja Larrondo Álvarez,NULL,NULL
nm4762994,Francesca Ling,NULL,NULL
nm4763369,Kate Deegan,NULL,NULL
nm4763377,Jonathan Sequeira,NULL,NULL
nm4763387,Ewa Kochanska,NULL,NULL
nm4763461,Wlad Marhulets,NULL,NULL
nm4763615,Giovanni Francesco,1984,NULL
nm4763846,Martin Rattini,NULL,NULL
nm4764439,Ruth MacPete,NULL,NULL
nm4764491,Riley Reid,1991,NULL
nm4764523,Adam Broer,NULL,NULL
nm4764601,Jenna J. Ross,1988,NULL
nm4764972,Kevin Paynter,NULL,NULL
nm4765028,Freddy Knie Junior,NULL,NULL
nm4765217,Petteri Paavola,1992,NULL
nm4765723,Sierra Wood,NULL,NULL
nm4765830,Ange Basterga,NULL,NULL
nm4766088,Daniel Kendrick,NULL,NULL
nm4766216,Travis Daniels,NULL,NULL
nm4766441,Spencer Casalenuovo,NULL,NULL
nm4766555,Azhan Rani,NULL,NULL
nm4766817,Phillip Frankland Lee,NULL,NULL
nm4767050,Fidel González Armatta,NULL,NULL
nm4767134,Daiana Rosenfeld,NULL,NULL
nm4767383,Nika Kushnir,NULL,NULL
nm4767480,Simon Herdman,NULL,NULL
nm4767527,Geoff Grimwood,NULL,NULL
nm4768001,Marcus Majella,1979,NULL
nm4768923,Peter Alfonso,NULL,NULL
nm4769231,Lyubomir Pechev,NULL,NULL
nm4769374,Leigh-Anne Pinnock,1991,NULL
nm4769393,Jesy Nelson,1991,NULL
nm4769696,Matt Forde,NULL,NULL
nm4769735,Gimena Gómez,NULL,NULL
nm4770067,Fernando Muslera,1986,NULL
nm4770107,Martín Cáceres,NULL,NULL
nm4770319,Danny Barton,NULL,NULL
nm4770409,Elsa Esnoult,1988,NULL
nm4770414,Diego Godín,NULL,NULL
nm4770479,Tom Craine,NULL,NULL
nm4770483,Jorge Fucile,NULL,NULL
nm4770534,Paul Neafcy,NULL,NULL
nm4770676,Edinson Cavani,NULL,NULL
nm4770757,Tarjei Bø,1988,NULL
nm4770933,Abhijit Mazumdar,NULL,NULL
nm4770995,Antoine Gautier,NULL,NULL
nm4771616,Neri Cardozo,NULL,NULL
nm4771648,Shyan Tan,NULL,NULL
nm4771654,Iván Muñiz,NULL,NULL
nm4771664,Izaak Love,NULL,NULL
nm4771751,Jorge Bermúdez,NULL,NULL
nm4771935,Vlad Kanopka,NULL,NULL
nm4771952,Martavious Cerrone Gayles,NULL,NULL
nm4772028,Papu Gómez,1988,NULL
nm4772061,Allysa Sing,NULL,NULL
nm4772103,Jesús Dátolo,NULL,NULL
nm4772276,Ricardo Noir,NULL,NULL
nm4772366,Yvonne Orji,1983,NULL
nm4772503,Valerie Mellon,NULL,NULL
nm4772558,Thomas Wood,NULL,NULL
nm4772562,Soo-Woong Kim,NULL,NULL
nm4772762,David Kuskie,NULL,NULL
nm4773288,Justin Arnold,NULL,NULL
nm4773361,Joseph Ausanio,NULL,NULL
nm4773795,Lisa Fardy,NULL,NULL
nm4774070,Berkley Silverman,NULL,NULL
nm4774546,David Tsallaev,NULL,NULL
nm4774606,Matthew Lucas,NULL,NULL
nm4774621,Matt Parker,NULL,NULL
nm4774869,Tim Engemann,NULL,NULL
nm4775054,Jaxon Muller,1994,NULL
nm4775103,Angela Cortez,NULL,NULL
nm4775150,Carlos Augusto Calil,NULL,NULL
nm4775349,Drew H. Nixon,NULL,NULL
nm4775458,Belo,NULL,NULL
nm4775500,Natasha Manor,NULL,NULL
nm4775638,Ore Oduba,1985,NULL
nm4776052,Arne Körner,1986,NULL
nm4776103,Honey Foxxx,1988,NULL
nm4776223,Kevin Vågenes,1986,NULL
nm4776767,Michael Jones,1987,NULL
nm4776920,Caroline Klaus,NULL,NULL
nm4777029,Geraldine Obi,NULL,NULL
nm4777080,Priscila Lepe,NULL,NULL
nm4777137,Louis van Tilborgh,NULL,NULL
nm4777232,Katie O. Jones,NULL,NULL
nm4777243,Jake Paul,1997,NULL
nm4777248,Christoph Rehage,1981,NULL
nm4777288,Sally Start,NULL,NULL
nm4777425,Rafael-Andréa Soatto,NULL,NULL
nm4777640,Mark Holzum,NULL,NULL
nm4777908,Lance Lemon,NULL,NULL
nm4779300,David Yao-Qing Wang,1974,NULL
nm4779479,Alexandra Marriott,1990,NULL
nm4779490,Laure Boulleau,NULL,NULL
nm4779814,Hakeem Hill,NULL,NULL
nm4780792,Jennifer Reoch,NULL,NULL
nm4780946,Russell Biles,NULL,NULL
nm4781580,Sarah Katz,NULL,NULL
nm4781596,Callum Pettit,NULL,NULL
nm4781660,Kaja H. Leijon,NULL,NULL
nm4781840,Stephen Broomer,NULL,NULL
nm4781968,Rasheda Crockett,NULL,NULL
nm4782194,Sven Kueenle,NULL,NULL
nm4782288,John Timothy Roberts,NULL,NULL
nm4782330,Makeda Declet,NULL,NULL
nm4782364,Jorja j Lindsay,NULL,NULL
nm4782481,Pia Shaw,NULL,NULL
nm4782568,Mikko Kekäläinen,NULL,NULL
nm4782998,Bilal Bulut,NULL,NULL
nm4783279,Sertan Erkaçan,1987,NULL
nm4783661,Valeria Archimó,NULL,NULL
nm4784062,Emre Kara,NULL,NULL
nm4784128,Momoka Itô,NULL,NULL
nm4784201,M.A. Fortin,NULL,NULL
nm4784816,Marco Vratogna,NULL,NULL
nm4784873,Samuel Giuranna,NULL,NULL
nm4785118,Ayane Sakura,1994,NULL
nm4785344,Hélio Vargas,NULL,NULL
nm4785403,Palmirinha Onofre,NULL,NULL
nm4785447,Jörg Börjesson,NULL,NULL
nm4785660,Stephan Heiniger,NULL,NULL
nm4786071,Angel Di Maria,1988,NULL
nm4786075,Jonas Gutierrez,NULL,NULL
nm4786567,Aziza Mukhamedova,1964,NULL
nm4786597,Eric Nguyen,NULL,NULL
nm4786800,Paul Iserentant,NULL,NULL
nm4786909,Mariano Andujar,NULL,NULL
nm4787034,Alvydas Slepikas,NULL,NULL
nm4787074,Guillaume Heulard,NULL,NULL
nm4787488,Martín Ciccioli,NULL,NULL
nm4787513,Chris Jordan-Bloch,NULL,NULL
nm4787894,Lana Del Rey,1985,NULL
nm4787966,Suraj Kumar,NULL,NULL
nm4788214,Rajaton,NULL,NULL
nm4788618,Sarah Sharp,NULL,NULL
nm4789124,Ranjini Krishnan,NULL,NULL
nm4789171,Shehnad Jalal,NULL,NULL
nm4789221,Grant O'Brien,NULL,NULL
nm4789251,K.R. Manoj,NULL,NULL
nm4789357,Ajay Kuyiloor,NULL,NULL
nm4789625,Lost Voice Guy,NULL,NULL
nm4789912,Hannah John-Kamen,1989,NULL
nm4789925,Zach Sherwin,NULL,NULL
nm4790121,Garrett Watts,NULL,NULL
nm4790587,Foteini Tsalikoglou,NULL,NULL
nm4790726,Gurkan Gasi,NULL,NULL
nm4790738,Ruben Søltoft,1987,NULL
nm4791082,Behnam Karbassi,NULL,NULL
nm4791287,Anil Kaya,NULL,NULL
nm4791623,Jacqueline Coffin,NULL,NULL
nm4792273,Chuy Garcia,NULL,NULL
nm4792327,Chilli Chills,NULL,NULL
nm4792953,Gray Bashew,NULL,NULL
nm4793043,José L. Herbert,NULL,2022
nm4793221,Robert van der Horst,NULL,NULL
nm4793230,Julio Cruz,1974,NULL
nm4793241,Andrea Barzagli,NULL,NULL
nm4793242,Savannah Betts,NULL,NULL
nm4793281,Aldo Verástegui,NULL,NULL
nm4793651,Jose Pekerman,NULL,NULL
nm4793670,Gers Pardoel,NULL,NULL
nm4793715,Thomas Fiaty,1993,NULL
nm4794302,Vitaly Hayev,NULL,NULL
nm4794551,François Beaune,NULL,NULL
nm4794613,Vanessa Bontea,NULL,NULL
nm4794706,Alain Corbin,NULL,NULL
nm4794895,Luka Bursac,1990,NULL
nm4795077,Erica Elam,NULL,NULL
nm4795170,James W. Newton,NULL,NULL
nm4796384,Mohamad Hadadi,1982,NULL
nm4796495,Beatriz Pagés,NULL,NULL
nm4796682,Melanie Jilg,1984,NULL
nm4796771,Sylvia Klimaki,NULL,NULL
nm4796925,Lee Hurst,NULL,NULL
nm4796956,Keith Habersberger,1987,NULL
nm4797331,Romain Gierenz,NULL,NULL
nm4797334,Ninna Millikin,NULL,NULL
nm4797480,Alex Gierenz,NULL,NULL
nm4797774,Aaron St. Laurent,NULL,NULL
nm4797850,Bree Hylkema,NULL,NULL
nm4798038,Jan Frankl,NULL,NULL
nm4798122,Chancho en Piedra,NULL,NULL
nm4798297,Camila Moreno,NULL,NULL
nm4798403,Kai Hansen,NULL,NULL
nm4798413,Stanislav Yarushin,1981,NULL
nm4798447,Zachary Scott Carothers,NULL,NULL
nm4798691,Ravindra Singh,NULL,NULL
nm4798782,Kelsey Kupecky,NULL,NULL
nm4798844,Mireya Kilmon,NULL,NULL
nm4798872,Jeff Hillman,NULL,NULL
nm4798990,Andrey Fomin,NULL,NULL
nm4799196,Daniel Trani,NULL,NULL
nm4799356,Roy Krishnan,NULL,NULL
nm4799391,Dave Klein,NULL,NULL
nm4799404,Artur Belak,NULL,NULL
nm4799423,Damian Kulec,1990,NULL
nm4799657,Jue Aziz,NULL,NULL
nm4800235,Matt Ice,1992,NULL
nm4800380,David Kadera,1987,NULL
nm4800388,Jutta Karger,NULL,NULL
nm4800601,Connor Dean,NULL,NULL
nm4800628,Stuart Hamilton,NULL,NULL
nm4800642,Sergio Verduzco,NULL,NULL
nm4800726,Andy Trimlett,NULL,NULL
nm4801208,Arturo Merino,NULL,NULL
nm4801440,Ashford Menezes,NULL,NULL
nm4801444,Andreas Brauner,1979,NULL
nm4801587,DeWitt Fleming Jr.,NULL,NULL
nm4801983,Mohammad Bayesteh,NULL,NULL
nm4801995,Dante Aubain,NULL,NULL
nm4802346,Cécile Denjean,NULL,NULL
nm4802874,Abbas Hosseinzadeh,NULL,NULL
nm4802964,Siegmund Skalar,NULL,NULL
nm4803152,Anson Bagley,NULL,NULL
nm4803187,Willer Nicolodi,NULL,NULL
nm4803564,Alex Collinge,NULL,NULL
nm4803968,Oliver Drawson,NULL,NULL
nm4804075,Cathrine Svae-Johansen,NULL,NULL
nm4804352,Stanislas Dehaene,1965,NULL
nm4804447,Pablo Mouche,NULL,NULL
nm4804856,Adrian Carey,NULL,NULL
nm4805006,Omer Sacic,NULL,NULL
nm4805043,João França,NULL,NULL
nm4805514,Scotty,NULL,NULL
nm4805619,Pavel Tabutov,NULL,NULL
nm4805683,Chris Rocks,NULL,NULL
nm4805705,Hasan Tolga Pulat,NULL,NULL
nm4805838,Marc Rose,1977,NULL
nm4805977,Julie Marie Howard,NULL,NULL
nm4805982,Tanmaya Shekhar,NULL,NULL
nm4806056,Maddy O'Reilly,1990,NULL
nm4806289,Maxime Gaudet,NULL,NULL
nm4806310,Madelyn Monroe,1992,NULL
nm4806622,Huma Qureshi,1986,NULL
nm4806944,Evrypidis Dionysiadis,NULL,NULL
nm4807278,Frederik Depickere,NULL,NULL
nm4807408,Peter M. George,NULL,NULL
nm4807623,Isabell Zetterström,NULL,NULL
nm4807832,Martijn Koning,1978,NULL
nm4808079,Ceyda Tepeliler,NULL,NULL
nm4808080,Erika Harlacher,1990,NULL
nm4808510,Andrew Kramer,NULL,NULL
nm4808632,Marco Guelfi,NULL,NULL
nm4808659,Vanessa Rain,NULL,NULL
nm4808733,Mark Olver,NULL,NULL
nm4808826,Héctor Baldassi,NULL,NULL
nm4808915,Chelsea Manning,1987,NULL
nm4808925,Gabriela Calun,1986,NULL
nm4809043,Ni Ni,1988,NULL
nm4809151,Belotti Soizic,NULL,NULL
nm4809307,Chris Cole,NULL,NULL
nm4810287,Crystal Rodriguez,NULL,NULL
nm4810943,Gabriella Denisi,NULL,NULL
nm4811434,Phil Jones,NULL,NULL
nm4811601,Tiffany Deobald,NULL,NULL
nm4811698,Jamie Caterham-Ashford,NULL,NULL
nm4811995,Rebecca McMonagle,NULL,NULL
nm4812011,Charles Pol,NULL,NULL
nm4812033,Dirk Meyer,1957,NULL
nm4812171,Apostolos Malamoussis,NULL,NULL
nm4812207,Asuka Kuramochi,NULL,NULL
nm4812290,Alec Jones-Trujillo,NULL,NULL
nm4812307,Angela Powers,NULL,NULL
nm4812363,Amir Reza Delavari,NULL,NULL
nm4812791,Ronny Roslöf,1989,NULL
nm4812860,Alfredo Belda,NULL,NULL
nm4812978,Dieter Reiter,1958,NULL
nm4813264,Mohammad Afsari,NULL,NULL
nm4813417,Jan Pol,1942,NULL
nm4813436,Adrienne Lindsay,NULL,NULL
nm4813484,Shao-Ting Chang,1991,NULL
nm4813513,Maciej Bochniak,1984,NULL
